fid,AAV2020,AN,BV2012,COUVERT,DEP,DEPCOM,DOM,ECLAIRE,EPCI,DCIRIS,LAMBERT_X,LAMBERT_Y,QP,QUALI_IRIS,QUALI_QP,QUALI_QVA,QUALI_ZFU,QUALI_ZUS,QUALITE_XY,QVA,REG,SDOM,TYPEQU,UU2020,ZFU,ZUS,NB_SALLES,NB_AIREJEU,codearondo
"137","003","2021","83104",NON,"83","83104",F,OUI,"200040202","831040000","922725.8","6282530",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"83118",CSZ,CSZ,,"1","383"
"138","003","2021","83104",NON,"83","83104",F,OUI,"200040202","831040000","922415.2","6282167",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83118",CSZ,CSZ,,"2","383"
"139","003","2021","83104",NON,"83","83104",F,OUI,"200040202","831040000","922465.8","6282268",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83118",CSZ,CSZ,,"3","383"
"140","003","2021","83104",NON,"83","83104",F,NON,"200040202","831040000","922531.2","6282246",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F101,"83118",CSZ,CSZ,,"1","383"
"141","003","2021","83104",OUI,"83","83104",F,OUI,"200040202","831040000","922694.3","6282483",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"83118",CSZ,CSZ,,"1","383"
"142","003","2021","83104",OUI,"83","83104",F,OUI,"200040202","831040000","922694.3","6282483",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"83118",CSZ,CSZ,,"1","383"
"143","003","2021","83104",NON,"83","83104",F,NON,"200040202","831040000","920544.2","6282734",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"83118",CSZ,CSZ,,"2","383"
"144","018","2021","83106",NON,"83","83106",F,OUI,"200068104","831060000","951237.3","6251439",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83202",CSZ,CSZ,,"1","383"
"145","018","2021","83106",NON,"83","83106",F,NON,"200068104","831060000","951197.4","6251502",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83202",CSZ,CSZ,,"1","383"
"146","018","2021","83106",NON,"83","83106",F,NON,"200068104","831060000","951170.6","6251502",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"83202",CSZ,CSZ,,"1","383"
"147","018","2021","83106",OUI,"83","83106",F,OUI,"200068104","831060000","949661.4","6251252",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"83202",CSZ,CSZ,,"2","383"
"148","018","2021","83106",OUI,"83","83106",F,OUI,"200068104","831060000","949661.5","6251251",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"83202",CSZ,CSZ,,"1","383"
"149","018","2021","83106",OUI,"83","83106",F,OUI,"200068104","831060000","950799.7","6249710",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"83202",CSZ,CSZ,,"1","383"
"150","018","2021","83106",NON,"83","83106",F,OUI,"200068104","831060000","950863.9","6249690",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83202",CSZ,CSZ,,"1","383"
"151","018","2021","83106",NC,"83","83106",F,NC,"200068104","831060000","950919.7","6249676",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"83202",CSZ,CSZ,,"1","383"
"152","092","2021","83107",NON,"83","83107",F,OUI,"200035319","831070102","994525","6274030",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"83306",CSZ,CSZ,,"2","183"
"153","092","2021","83107",NON,"83","83107",F,NON,"200035319","831070102","994453.5","6274087",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"83306",CSZ,CSZ,,"1","183"
"154","092","2021","83107",NON,"83","83107",F,NON,"200035319","831070102","994521.1","6274132",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F101,"83306",CSZ,CSZ,,"4","183"
"155","092","2021","83107",OUI,"83","83107",F,OUI,"200035319","831070101","994381.3","6267026",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"83306",CSZ,CSZ,,"1","183"
"156","092","2021","83061",NC,"83","83118",F,NC,"200035319",83118_IND,"1006153","6264509",CSZ,"3",X,"2",X,X,Bonne,HZ,"93",F2,F202,"83502",CSZ,CSZ,,"1","183"
"157","092","2021","83061",OUI,"83","83118",F,OUI,"200035319","831180103","1005320","6265754",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"83502",CSZ,CSZ,,"1","183"
"158","092","2021","83061",OUI,"83","83061",F,NON,"200035319","830610117","1005159","6267173",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F112,"83502",CSZ,HZ,,"1","183"
"159","092","2021","83061",NON,"83","83118",F,OUI,"200035319","831180104","1005014","6265867",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F102,"83502",CSZ,CSZ,,"1","183"
"160","092","2021","83061",OUI,"83","83118",F,OUI,"200035319","831180102","1005265","6266496",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F121,"83502",CSZ,CSZ,,"1","183"
"161","092","2021","83061",OUI,"83","83118",F,OUI,"200035319","831180102","1005163","6266542",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"83502",CSZ,CSZ,,"1","183"
"162","092","2021","83061",NON,"83","83118",F,OUI,"200035319","831180113","1011641","6266375",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F103,"83502",CSZ,CSZ,,"15","183"
"163","092","2021","83061",NON,"83","83118",F,NON,"200035319","831180113","1011828","6265904",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F111,"83502",CSZ,CSZ,,"2","183"
"164","092","2021","83061",NON,"83","83118",F,NON,"200035319","831180113","1011786","6266089",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F108,"83502",CSZ,CSZ,,"2","183"
"165","092","2021","83061",NON,"83","83118",F,OUI,"200035319","831180113","1011922","6266238",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F101,"83502",CSZ,CSZ,,"3","183"
"166","092","2021","83061",NC,"83","83118",F,NC,"200035319","831180104","1005221","6265288",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F2,F201,"83502",CSZ,CSZ,,"1","183"
"167","092","2021","83061",OUI,"83","83118",F,OUI,"200035319","831180112","1007116","6267082",CSZ,"2",X,"2",X,X,Bonne,"9383022","93",F1,F120,"83502",CSZ,CSZ,,"2","183"
"168","492","2021","83119",OUI,"83","83119",F,OUI,"200036077","831190101","995649","6247949",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"83207",CSZ,CSZ,,"1","183"
"169","492","2021","83119",NON,"83","83119",F,OUI,"200036077","831190101","995609.2","6247948",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"83207",CSZ,CSZ,,"1","183"
"170","492","2021","83119",NON,"83","83119",F,OUI,"200036077","831190102","996587.2","6247727",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F107,"83207",CSZ,CSZ,,"1","183"
"171","492","2021","83119",OUI,"83","83119",F,OUI,"200036077","831190102","996637.6","6247745",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"83207",CSZ,CSZ,,"1","183"
"172","492","2021","83119",OUI,"83","83119",F,OUI,"200036077","831190102","996669.5","6247686",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"83207",CSZ,CSZ,,"1","183"
"173","492","2021","83119",NON,"83","83119",F,OUI,"200036077","831190102","996516.8","6247719",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"83207",CSZ,CSZ,,"2","183"
"174","492","2021","83119",NON,"83","83119",F,OUI,"200036077","831190102","996643","6247663",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"83207",CSZ,CSZ,,"2","183"
"175","492","2021","83119",NON,"83","83119",F,OUI,"200036077","831190102","995068.4","6246766",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"83207",CSZ,CSZ,,"8","183"
"176","492","2021","83119",NON,"83","83119",F,NON,"200036077","831190102","997831.8","6247649",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F118,"83207",CSZ,CSZ,,"1","183"
"177","492","2021","83119",NON,"83","83119",F,OUI,"200036077","831190102","998366.1","6247318",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"83207",CSZ,CSZ,,"1","183"
"178","492","2021","83119",OUI,"83","83119",F,OUI,"200036077","831190102","996647","6247700",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F101,"83207",CSZ,CSZ,,"1","183"
"179","492","2021","83119",NON,"83","83119",F,OUI,"200036077","831190101","994699.2","6247312",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"83207",CSZ,CSZ,,"1","183"
"180","492","2021","83119",NC,"83","83119",F,NC,"200036077","831190101","995504.5","6248209",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F202,"83207",CSZ,CSZ,,"1","183"
"181","003","2021","13055",NON,"83","83120",F,OUI,"200054807","831200000","919061.6","6257501",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"1","383"
"182","003","2021","13055",OUI,"83","83120",F,OUI,"200054807","831200000","919103.3","6257564",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","383"
"183","003","2021","13055",NON,"83","83120",F,NON,"200054807","831200000","919133.4","6257513",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00759",CSZ,CSZ,,"1","383"
"184","003","2021","13055",NON,"83","83120",F,NON,"200054807","831200000","918805.6","6256733",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"00759",CSZ,CSZ,,"3","383"
"185","003","2021","13055",NON,"83","83120",F,OUI,"200054807","831200000","919114.7","6257465",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"00759",CSZ,CSZ,,"3","383"
"186","003","2021","13055",OUI,"83","83120",F,OUI,"200054807","831200000","919335.5","6257605",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00759",CSZ,CSZ,,"1","383"
"187","003","2021","13055",NON,"83","83120",F,OUI,"200054807","831200000","919527.5","6257588",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00759",CSZ,CSZ,,"1","383"
"188","003","2021","13055",NON,"83","83120",F,OUI,"200054807","831200000","919787.5","6257694",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"00759",CSZ,CSZ,,"1","383"
"189",CSZ,"2021","83121",NON,"83","83121",F,NON,"248300493","831210000","961699.4","6278680",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"83206",CSZ,CSZ,,"1","183"
"190","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260306","935582.8","6225346",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00757",HZ,HZ,,"1","283"
"191","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260307","935338.9","6225012",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00757",HZ,HZ,,"1","283"
"192","018","2021","83137",NON,"83","83126",F,OUI,"248300543","831260307","935225.7","6225076",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00757",HZ,HZ,,"2","283"
"193","018","2021","83137",NON,"83","83126",F,OUI,"248300543","831260307","935172.8","6225050",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00757",HZ,HZ,,"1","283"
"194","018","2021","83137",NON,"83","83126",F,OUI,"248300543","831260307","935151.5","6225121",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00757",HZ,HZ,,"4","283"
"195","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260307","935127.4","6225065",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F116,"00757",HZ,HZ,,"1","283"
"196","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260305","932772.5","6224994",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00757",HZ,HZ,,"2","283"
"197","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260203","935028.5","6226479",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00757",HZ,HZ,,"1","283"
"198","018","2021","83137",NON,"83","83126",F,OUI,"248300543","831260505","934229.5","6227485",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00757",HZ,HZ,,"1","283"
"199","018","2021","83137",NON,"83","83126",F,NON,"248300543","831260505","934193.5","6227422",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00757",HZ,HZ,,"1","283"
"200","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260505","934093.3","6227666",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00757",93100ZF,"9310040",,"1","283"
"201","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260501","933977.6","6228404",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F112,"00757",HZ,HZ,,"2","283"
"202","018","2021","83137",NON,"83","83126",F,OUI,"248300543","831260506","933633.9","6227994",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00757",93100ZF,"9310040",,"1","283"
"203","018","2021","83137",NON,"83","83126",F,OUI,"248300543","831260501","932614","6227819",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00757",HZ,HZ,,"3","283"
"204","018","2021","83137",NON,"83","83126",F,NON,"248300543","831260501","932562.9","6227925",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00757",HZ,HZ,,"5","283"
"205","018","2021","83137",NON,"83","83126",F,NON,"248300543","831260501","932544.2","6227991",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F107,"00757",HZ,HZ,,"2","283"
"206","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260403","932754.5","6226101",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00757",HZ,HZ,,"10","283"
"207","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260404","932601","6225429",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00757",HZ,HZ,,"1","283"
"208","018","2021","83137",NON,"83","83126",F,OUI,"248300543","831260204","934570.4","6226207",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F107,"00757",HZ,HZ,,"1","283"
"209",CSZ,"2021","83121",NON,"83","83121",F,OUI,"248300493","831210000","961686.3","6278760",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83206",CSZ,CSZ,,"1","183"
"210",CSZ,"2021","83121",NON,"83","83121",F,NON,"248300493","831210000","961445.1","6278923",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83206",CSZ,CSZ,,"1","183"
"211",CSZ,"2021","83121",NON,"83","83121",F,OUI,"248300493","831210000","961383.3","6278871",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"83206",CSZ,CSZ,,"1","183"
"212",CSZ,"2021","83121",NON,"83","83121",F,NON,"248300493","831210000","962746.6","6277176",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"83206",CSZ,CSZ,,"3","183"
"213",CSZ,"2021","83121",OUI,"83","83121",F,OUI,"248300493","831210000","962981.6","6278756",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"83206",CSZ,CSZ,,"1","183"
"214",CSZ,"2021","83121",NON,"83","83121",F,OUI,"248300493","831210000","961917.7","6278838",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83206",CSZ,CSZ,,"4","183"
"215",CSZ,"2021","83121",NON,"83","83121",F,NON,"248300493","831210000","963697.8","6278946",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"83206",CSZ,CSZ,,"1","183"
"216",CSZ,"2021","83121",NON,"83","83121",F,OUI,"248300493","831210000","961284.9","6279436",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83206",CSZ,CSZ,,"1","183"
"217",CSZ,"2021","83121",OUI,"83","83121",F,OUI,"248300493","831210000","961111.3","6279193",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"83206",CSZ,CSZ,,"2","183"
"218",CSZ,"2021","83007",NON,"83","83122",F,OUI,"200040210","831220000","958690.2","6302578",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,CSZ,CSZ,CSZ,,"3","383"
"219",CSZ,"2021","83007",NON,"83","83122",F,NON,"200040210","831220000","958673.6","6302509",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,CSZ,CSZ,CSZ,,"1","383"
"220",CSZ,"2021","83007",NON,"83","83122",F,NON,"200040210","831220000","958450","6302216",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,CSZ,CSZ,CSZ,,"1","383"
"221",CSZ,"2021","83007",NON,"83","83122",F,NON,"200040210","831220000","958107.5","6302378",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F118,CSZ,CSZ,CSZ,,"1","383"
"222",CSZ,"2021","83007",NON,"83","83122",F,NON,"200040210","831220000","958086.6","6302563",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F109,CSZ,CSZ,CSZ,,"1","383"
"223","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230102","929657.5","6229422",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00757",CSZ,CSZ,,"4","283"
"224","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230108","927458.1","6230506",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"225","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230108","927458.1","6230506",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00757",CSZ,CSZ,,"1","283"
"226","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230104","927839.7","6228359",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"227","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230104","927839.7","6228359",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00757",CSZ,CSZ,,"1","283"
"228","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230104","927846.1","6228362",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"229","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230104","928297.2","6228580",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"230","018","2021","83137",NON,"83","83123",F,OUI,"248300394","831230104","928473.5","6228114",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"231","018","2021","83137",NON,"83","83123",F,NON,"248300394","831230104","927425.3","6227773",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F118,"00757",CSZ,CSZ,,"1","283"
"232","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230102","927695.5","6229371",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"00757",CSZ,CSZ,,"4","283"
"233","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230107","928252.5","6229106",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"234","018","2021","83137",NON,"83","83123",F,OUI,"248300394","831230107","928299.2","6229099",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"1","283"
"235","018","2021","83137",NON,"83","83123",F,NON,"248300394","831230107","928327.3","6229156",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00757",CSZ,CSZ,,"1","283"
"236","018","2021","83137",NON,"83","83123",F,NON,"248300394","831230108","927416.5","6230531",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F109,"00757",CSZ,CSZ,,"1","283"
"237","018","2021","83137",NON,"83","83123",F,OUI,"248300394","831230108","927776.9","6229741",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"2","283"
"238","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230108","927698.3","6229773",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"239","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230108","927767.3","6229850",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"240","018","2021","83137",NON,"83","83123",F,NON,"248300394","831230108","927776.9","6229741",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F107,"00757",CSZ,CSZ,,"1","283"
"241","018","2021","83137",NON,"83","83123",F,NON,"248300394","831230108","927704.2","6229838",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00757",CSZ,CSZ,,"1","283"
"242","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230108","927516","6229768",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F101,"00757",CSZ,CSZ,,"2","283"
"243","018","2021","83137",NON,"83","83123",F,OUI,"248300394","831230106","927108.1","6228352",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"00757",CSZ,CSZ,,"5","283"
"244","018","2021","83137",NC,"83","83123",F,NC,"248300394",83123_IND,"928117.3","6228185",CSZ,"3",X,X,X,X,Bonne,CSZ,"93",F2,F202,"00757",CSZ,CSZ,,"1","283"
"245","018","2021","83137",NON,"83","83123",F,NON,"248300394","831230104","927925.1","6228043",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F118,"00757",CSZ,CSZ,,"1","283"
"246","018","2021","83137",OUI,"83","83123",F,OUI,"248300394","831230104","928400.9","6228277",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00757",CSZ,CSZ,,"3","283"
"247","018","2021","83137",NC,"83","83123",F,NC,"248300394","831230106","926386","6228122",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"00757",CSZ,CSZ,,"1","283"
"248","018","2021","83137",NC,"83","83123",F,NC,"248300394","831230108","925773.8","6231489",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F2,F203,"00757",CSZ,CSZ,,"1","283"
"249",CSZ,"2021","83055",NON,"83","83124",F,OUI,"200004802","831240000","994161","6288377",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83303",CSZ,CSZ,,"1","183"
"250",CSZ,"2021","83055",NON,"83","83124",F,NON,"200004802","831240000","994235.9","6288349",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F101,"83303",CSZ,CSZ,,"1","183"
"251",CSZ,"2021","83055",NON,"83","83124",F,NON,"200004802","831240000","994268.5","6288307",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83303",CSZ,CSZ,,"3","183"
"252",CSZ,"2021","83055",NON,"83","83124",F,NON,"200004802","831240000","994218.3","6288326",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83303",CSZ,CSZ,,"1","183"
"253",CSZ,"2021","83055",NON,"83","83124",F,NON,"200004802","831240000","994252.4","6288393",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"83303",CSZ,CSZ,,"1","183"
"254",CSZ,"2021","83055",NON,"83","83124",F,OUI,"200004802","831240000","994175.5","6284914",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"83303",CSZ,CSZ,,"3","183"
"255",CSZ,"2021","83055",OUI,"83","83124",F,OUI,"200004802","831240000","993977.5","6288711",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"83303",CSZ,CSZ,,"1","183"
"256",CSZ,"2021","83055",NON,"83","83124",F,OUI,"200004802","831240000","993871.4","6288506",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"83303",CSZ,CSZ,,"1","183"
"257","003","2021","83116",NC,"83","83125",F,NC,"200040202","831250000","931869.8","6271115",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"83104",CSZ,CSZ,,"1","383"
"258","003","2021","83116",NON,"83","83125",F,OUI,"200040202","831250000","933132.2","6270909",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83104",CSZ,CSZ,,"1","383"
"259","003","2021","83116",NC,"83","83125",F,NC,"200040202","831250000","933489.4","6271392",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"83104",CSZ,CSZ,,"1","383"
"260","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260401","933523.3","6227111",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F116,"00757",HZ,HZ,,"1","283"
"261","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260501","932196.3","6227378",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F120,"00757",HZ,HZ,,"1","283"
"262","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260501","932350.1","6227093",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00757",93100ZF,"9310040",,"3","283"
"263","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260204","934949.8","6226467",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00757",HZ,HZ,,"1","283"
"264","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260506","933648.6","6228036",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F112,"00757",93100ZF,"9310040",,"1","283"
"265","018","2021","83137",OUI,"83","83126",F,OUI,"248300543","831260306","935590.8","6225350",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00757",HZ,HZ,,"1","283"
"266","018","2021","83137",OUI,"83","83129",F,OUI,"248300543","831290201","929900.3","6226118",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F121,"00757",HZ,HZ,,"2","283"
"267","018","2021","83137",OUI,"83","83129",F,OUI,"248300543","831290201","929900.3","6226118",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F112,"00757",HZ,HZ,,"1","283"
"268","018","2021","83137",NON,"83","83129",F,OUI,"248300543","831290201","929858","6226159",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F111,"00757",HZ,HZ,,"2","283"
"269","018","2021","83137",OUI,"83","83129",F,OUI,"248300543","831290105","931456.5","6225488",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F121,"00757",HZ,HZ,,"1","283"
"270","018","2021","83137",NON,"83","83129",F,NON,"248300543","831290105","931493.7","6225474",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F111,"00757",HZ,HZ,,"2","283"
"271","018","2021","83137",OUI,"83","83129",F,OUI,"248300543","831290304","931508.8","6228337",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F114,"00757",HZ,HZ,,"1","283"
"272","018","2021","83137",OUI,"83","83129",F,OUI,"248300543","831290104","931702.9","6225800",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F121,"00757",HZ,HZ,,"1","283"
"273","018","2021","83137",NON,"83","83129",F,OUI,"248300543","831290104","931654.1","6225867",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F113,"00757",HZ,HZ,,"1","283"
"274","018","2021","83137",NON,"83","83129",F,OUI,"248300543","831290102","931154.3","6224595",CSZ,"2",X,X,"2","2",Bonne,CSZ,"93",F1,F103,"00757",HZ,HZ,,"3","283"
