3072 101904
 37 172 0.55
 84 172 0.385
 90 172 0.22
 95 172 0.33
 1 173 15.2975
 4 173 10.0225
 8 173 13.1875
 9 173 11.0775
 26 173 7.9125
 32 173 5.8025
 36 173 8.9675
 37 173 7.385
 85 173 3.6925
 91 173 2.11
 95 173 5.275
 1 174 5.8125
 5 174 3.5625
 8 174 5.0625
 9 174 4.3125
 27 174 2.8125
 33 174 2.0625
 36 174 3.5625
 37 174 3
 86 174 1.3125
 92 174 0.75
 95 174 2.25
 1 175 56.7
 6 175 38.475
 8 175 48.6
 9 175 40.5
 28 175 30.375
 34 175 22.275
 36 175 32.4
 37 175 26.325
 87 175 14.175
 93 175 8.1
 95 175 18.225
 1 176 194.952
 7 176 127.727
 8 176 168.063
 9 176 141.173
 29 176 100.837
 35 176 73.9475
 36 176 114.283
 37 176 94.115
 88 176 47.0575
 94 176 26.89
 95 176 67.225
 1 177 0.2925
 2 177 0.225
 3 177 0.2475
 4 177 0.2175
 5 177 0.2025
 10 177 0.18
 11 177 0.15
 12 177 0.135
 13 177 0.1575
 14 177 0.1275
 38 177 0.1575
 39 177 0.09
 40 177 0.06
 96 177 0.09
 97 177 0.0675
 1 178 3.33
 2 178 2.4975
 3 178 2.775
 4 178 2.405
 6 178 2.4975
 10 178 1.9425
 11 178 1.5725
 15 178 1.665
 16 178 1.9425
 17 178 1.5725
 38 178 1.665
 41 178 1.11
 42 178 0.74
 96 178 0.8325
 98 178 0.8325
 1 179 12.09
 3 179 10.23
 4 179 8.99
 5 179 8.37
 6 179 9.3
 13 179 6.51
 14 179 5.27
 16 179 7.44
 17 179 6.2
 18 179 5.58
 38 179 6.51
 44 179 3.72
 45 179 2.48
 97 179 2.79
 98 179 3.72
 1 180 11.3775
 2 180 8.61
 3 180 9.5325
 4 180 8.3025
 7 180 8.3025
 10 180 6.765
 11 180 5.535
 19 180 5.535
 20 180 6.4575
 21 180 5.2275
 38 180 5.8425
 46 180 3.69
 47 180 2.46
 96 180 3.075
 101 180 2.7675
 1 181 41.1
 3 181 34.935
 4 181 30.825
 5 181 28.77
 7 181 30.825
 13 181 22.605
 14 181 18.495
 20 181 24.66
 21 181 20.55
 22 181 18.495
 38 181 22.605
 49 181 12.33
 50 181 8.22
 97 181 10.275
 101 181 12.33
 1 182 410.885
 3 182 344.255
 4 182 299.835
 6 182 310.94
 7 182 299.835
 16 182 244.31
 17 182 199.89
 20 182 233.205
 21 182 188.785
 23 182 199.89
 38 182 210.995
 52 182 133.26
 53 182 88.84
 98 182 111.05
 101 182 99.945
 1 183 20.125
 2 183 16.1875
 3 183 17.5
 5 183 14.875
 6 183 16.1875
 7 183 15.75
 10 183 13.5625
 12 183 10.9375
 13 183 12.25
 15 183 12.25
 16 183 13.5625
 18 183 10.9375
 19 183 11.8125
 20 183 13.125
 22 183 10.5
 23 183 11.8125
 39 183 8.3125
 41 183 9.625
 43 183 7
 44 183 8.3125
 46 183 9.1875
 48 183 6.5625
 49 183 7.875
 51 183 7.875
 52 183 9.1875
 54 183 6.5625
 99 183 4.375
 102 183 3.9375
 104 183 5.25
 106 183 2.625
 107 183 3.9375
 1 184 205.375
 2 184 168.408
 4 184 164.3
 5 184 156.085
 6 184 168.408
 7 184 164.3
 11 184 127.333
 12 184 119.118
 14 184 115.01
 15 184 131.44
 17 184 127.333
 18 184 119.118
 19 184 127.333
 21 184 123.225
 22 184 115.01
 23 184 127.333
 40 184 78.0425
 42 184 90.365
 43 184 82.15
 45 184 78.0425
 47 184 86.2575
 48 184 78.0425
 50 184 73.935
 51 184 90.365
 53 184 86.2575
 54 184 78.0425
 100 184 41.075
 103 184 36.9675
 105 184 49.29
 106 184 41.075
 108 184 36.9675
 1 185 1.705
 2 185 1.21
 3 185 1.375
 4 185 1.155
 8 185 1.485
 10 185 0.88
 11 185 0.66
 24 185 0.99
 25 185 1.155
 26 185 0.935
 38 185 0.715
 55 185 0.66
 56 185 0.44
 96 185 0.22
 109 185 0.495
 1 186 6.12
 3 186 5.04
 4 186 4.32
 5 186 3.96
 8 186 5.4
 13 186 2.88
 14 186 2.16
 25 186 4.32
 26 186 3.6
 27 186 3.24
 38 186 2.88
 58 186 2.16
 59 186 1.44
 97 186 0.72
 109 186 2.16
 1 187 60.45
 3 187 48.75
 4 187 40.95
 6 187 42.9
 8 187 52.65
 16 187 31.2
 17 187 23.4
 25 187 40.95
 26 187 33.15
 28 187 35.1
 38 187 25.35
 61 187 23.4
 62 187 15.6
 98 187 7.8
 109 187 17.55
 1 188 3.1
 2 188 2.4025
 3 188 2.635
 5 188 2.17
 6 188 2.4025
 8 188 2.79
 10 188 1.9375
 12 188 1.4725
 13 188 1.705
 15 188 1.705
 16 188 1.9375
 18 188 1.4725
 24 188 2.0925
 25 188 2.325
 27 188 1.86
 28 188 2.0925
 39 188 1.0075
 41 188 1.24
 43 188 0.775
 44 188 1.0075
 55 188 1.6275
 57 188 1.1625
 58 188 1.395
 60 188 1.395
 61 188 1.6275
 63 188 1.1625
 99 188 0.31
 110 188 0.6975
 112 188 0.93
 114 188 0.465
 115 188 0.6975
 1 189 31.79
 2 189 25.2875
 4 189 24.565
 5 189 23.12
 6 189 25.2875
 8 189 28.9
 11 189 18.0625
 12 189 16.6175
 14 189 15.895
 15 189 18.785
 17 189 18.0625
 18 189 16.6175
 24 189 22.3975
 26 189 21.675
 27 189 20.23
 28 189 22.3975
 40 189 9.3925
 42 189 11.56
 43 189 10.115
 45 189 9.3925
 56 189 15.1725
 57 189 13.7275
 59 189 13.005
 60 189 15.895
 62 189 15.1725
 63 189 13.7275
 100 189 2.89
 111 189 6.5025
 113 189 8.67
 114 189 7.225
 116 189 6.5025
 1 190 207.28
 3 190 168.415
 4 190 142.505
 7 190 142.505
 8 190 181.37
 20 190 103.64
 21 190 77.73
 25 190 142.505
 26 190 116.595
 29 190 116.595
 38 190 90.685
 65 190 77.73
 66 190 51.82
 101 190 25.91
 109 190 64.775
 1 191 10.455
 2 191 8.16
 3 191 8.925
 5 191 7.395
 7 191 7.905
 8 191 9.435
 10 191 6.63
 12 191 5.1
 13 191 5.865
 19 191 5.61
 20 191 6.375
 22 191 4.845
 24 191 7.14
 25 191 7.905
 27 191 6.375
 29 191 6.885
 39 191 3.57
 46 191 4.08
 48 191 2.55
 49 191 3.315
 55 191 5.61
 57 191 4.08
 58 191 4.845
 64 191 4.59
 65 191 5.355
 67 191 3.825
 102 191 1.02
 110 191 2.55
 117 191 3.06
 119 191 1.53
 120 191 2.295
 1 192 107.775
 2 192 86.22
 4 192 83.825
 5 192 79.035
 7 192 83.825
 8 192 98.195
 11 192 62.27
 12 192 57.48
 14 192 55.085
 19 192 62.27
 21 192 59.875
 22 192 55.085
 24 192 76.64
 26 192 74.245
 27 192 69.455
 29 192 74.245
 40 192 33.53
 47 192 38.32
 48 192 33.53
 50 192 31.135
 56 192 52.69
 57 192 47.9
 59 192 45.505
 64 192 52.69
 66 192 50.295
 67 192 45.505
 103 192 9.58
 111 192 23.95
 118 192 28.74
 119 192 23.95
 121 192 21.555
 1 193 105.165
 2 193 80.2575
 3 193 88.56
 6 193 80.2575
 7 193 77.49
 8 193 94.095
 10 193 63.6525
 15 193 55.35
 16 193 63.6525
 19 193 52.5825
 20 193 60.885
 23 193 52.5825
 24 193 69.1875
 25 193 77.49
 28 193 69.1875
 29 193 66.42
 41 193 38.745
 46 193 35.9775
 51 193 27.675
 52 193 35.9775
 55 193 52.5825
 60 193 44.28
 61 193 52.5825
 64 193 41.5125
 65 193 49.815
 68 193 41.5125
 104 193 11.07
 112 193 27.675
 117 193 24.9075
 122 193 16.605
 123 193 24.9075
 1 194 1088.43
 2 194 855.195
 4 194 829.28
 6 194 855.195
 7 194 829.28
 8 194 984.77
 11 194 596.045
 15 194 621.96
 17 194 596.045
 19 194 596.045
 21 194 570.13
 23 194 596.045
 24 194 751.535
 26 194 725.62
 28 194 751.535
 29 194 725.62
 42 194 362.81
 47 194 336.895
 51 194 362.81
 53 194 336.895
 56 194 492.385
 60 194 518.3
 62 194 492.385
 64 194 492.385
 66 194 466.47
 68 194 492.385
 105 194 103.66
 113 194 259.15
 118 194 233.235
 122 194 259.15
 124 194 233.235
 1 195 405.13
 2 195 322.263
 5 195 294.64
 6 195 322.263
 7 195 313.055
 8 195 368.3
 12 195 211.773
 15 195 239.395
 18 195 211.773
 19 195 230.188
 22 195 202.565
 23 195 230.188
 24 195 285.433
 27 195 257.81
 28 195 285.433
 29 195 276.225
 43 195 128.905
 48 195 119.698
 51 195 147.32
 54 195 119.698
 57 195 174.943
 60 195 202.565
 63 195 174.943
 64 195 193.358
 67 195 165.735
 68 195 193.358
 106 195 36.83
 114 195 92.075
 119 195 82.8675
 122 195 110.49
 125 195 82.8675
 1 196 377.508
 3 196 322.263
 5 196 267.018
 6 196 294.64
 7 196 285.433
 8 196 340.678
 13 196 211.773
 16 196 239.395
 18 196 184.15
 20 196 230.188
 22 196 174.943
 23 196 202.565
 25 196 285.433
 27 196 230.188
 28 196 257.81
 29 196 248.603
 44 196 128.905
 49 196 119.698
 52 196 147.32
 54 196 92.075
 58 196 174.943
 61 196 202.565
 63 196 147.32
 65 196 193.358
 67 196 138.113
 68 196 165.735
 107 196 36.83
 115 196 92.075
 120 196 82.8675
 123 196 110.49
 125 196 55.245
 1 197 3881.81
 4 197 3019.19
 5 197 2846.66
 6 197 3105.45
 7 197 3019.19
 8 197 3536.76
 14 197 1984.04
 17 197 2242.82
 18 197 2070.3
 21 197 2156.56
 22 197 1984.04
 23 197 2242.82
 26 197 2674.14
 27 197 2501.61
 28 197 2760.4
 29 197 2674.14
 45 197 1207.67
 50 197 1121.41
 53 197 1380.2
 54 197 1207.67
 59 197 1638.99
 62 197 1897.77
 63 197 1725.25
 66 197 1811.51
 67 197 1638.99
 68 197 1897.77
 108 197 345.05
 116 197 862.625
 121 197 776.362
 124 197 1035.15
 125 197 862.625
 1 198 0.175
 2 198 0.13
 3 198 0.145
 4 198 0.125
 9 198 0.135
 10 198 0.1
 11 198 0.08
 30 198 0.09
 31 198 0.105
 32 198 0.085
 38 198 0.085
 69 198 0.06
 70 198 0.04
 96 198 0.04
 126 198 0.045
 1 199 0.665
 3 199 0.56
 4 199 0.49
 5 199 0.455
 9 199 0.525
 13 199 0.35
 14 199 0.28
 31 199 0.42
 32 199 0.35
 33 199 0.315
 38 199 0.35
 72 199 0.21
 73 199 0.14
 97 199 0.14
 126 199 0.21
 1 200 6.2125
 3 200 5.1475
 4 200 4.4375
 6 200 4.615
 9 200 4.7925
 16 200 3.55
 17 200 2.84
 31 200 3.7275
 32 200 3.0175
 34 200 3.195
 38 200 3.0175
 75 200 2.13
 76 200 1.42
 98 200 1.42
 126 200 1.5975
 1 201 0.33
 2 201 0.2625
 3 201 0.285
 5 201 0.24
 6 201 0.2625
 9 201 0.27
 10 201 0.2175
 12 201 0.1725
 13 201 0.195
 15 201 0.195
 16 201 0.2175
 18 201 0.1725
 30 201 0.2025
 31 201 0.225
 33 201 0.18
 34 201 0.2025
 39 201 0.1275
 41 201 0.15
 43 201 0.105
 44 201 0.1275
 69 201 0.1575
 71 201 0.1125
 72 201 0.135
 74 201 0.135
 75 201 0.1575
 77 201 0.1125
 99 201 0.06
 127 201 0.0675
 129 201 0.09
 131 201 0.045
 132 201 0.0675
 1 202 3.12
 2 202 2.535
 4 202 2.47
 5 202 2.34
 6 202 2.535
 9 202 2.6
 11 202 1.885
 12 202 1.755
 14 202 1.69
 15 202 1.95
 17 202 1.885
 18 202 1.755
 30 202 2.015
 32 202 1.95
 33 202 1.82
 34 202 2.015
 40 202 1.105
 42 202 1.3
 43 202 1.17
 45 202 1.105
 70 202 1.365
 71 202 1.235
 73 202 1.17
 74 202 1.43
 76 202 1.365
 77 202 1.235
 100 202 0.52
 128 202 0.585
 130 202 0.78
 131 202 0.65
 133 202 0.585
 1 203 21.33
 3 203 17.775
 4 203 15.405
 7 203 15.405
 9 203 16.59
 20 203 11.85
 21 203 9.48
 31 203 13.035
 32 203 10.665
 35 203 10.665
 38 203 10.665
 79 203 7.11
 80 203 4.74
 101 203 4.74
 126 203 5.925
 1 204 1.0125
 2 204 0.81
 3 204 0.8775
 5 204 0.7425
 7 204 0.7875
 9 204 0.8325
 10 204 0.675
 12 204 0.54
 13 204 0.6075
 19 204 0.585
 20 204 0.6525
 22 204 0.5175
 30 204 0.63
 31 204 0.6975
 33 204 0.5625
 35 204 0.6075
 39 204 0.405
 46 204 0.45
 48 204 0.315
 49 204 0.3825
 69 204 0.495
 71 204 0.36
 72 204 0.4275
 78 204 0.405
 79 204 0.4725
 81 204 0.3375
 102 204 0.18
 127 204 0.225
 134 204 0.27
 136 204 0.135
 137 204 0.2025
 1 205 10.78
 2 205 8.8
 4 205 8.58
 5 205 8.14
 7 205 8.58
 9 205 9.02
 11 205 6.6
 12 205 6.16
 14 205 5.94
 19 205 6.6
 21 205 6.38
 22 205 5.94
 30 205 7.04
 32 205 6.82
 33 205 6.38
 35 205 6.82
 40 205 3.96
 47 205 4.4
 48 205 3.96
 50 205 3.74
 70 205 4.84
 71 205 4.4
 73 205 4.18
 78 205 4.84
 80 205 4.62
 81 205 4.18
 103 205 1.76
 128 205 2.2
 135 205 2.64
 136 205 2.2
 138 205 1.98
 1 206 10.605
 2 206 8.3325
 3 206 9.09
 6 206 8.3325
 7 206 8.08
 9 206 8.585
 10 206 6.8175
 15 206 6.06
 16 206 6.8175
 19 206 5.8075
 20 206 6.565
 23 206 5.8075
 30 206 6.3125
 31 206 7.07
 34 206 6.3125
 35 206 6.06
 41 206 4.545
 46 206 4.2925
 51 206 3.535
 52 206 4.2925
 69 206 4.7975
 74 206 4.04
 75 206 4.7975
 78 206 3.7875
 79 206 4.545
 82 206 3.7875
 104 206 2.02
 129 206 2.525
 134 206 2.2725
 139 206 1.515
 140 206 2.2725
 1 207 109.02
 2 207 87.69
 4 207 85.32
 6 207 87.69
 7 207 85.32
 9 207 90.06
 11 207 63.99
 15 207 66.36
 17 207 63.99
 19 207 63.99
 21 207 61.62
 23 207 63.99
 30 207 68.73
 32 207 66.36
 34 207 68.73
 35 207 66.36
 42 207 42.66
 47 207 40.29
 51 207 42.66
 53 207 40.29
 70 207 45.03
 74 207 47.4
 76 207 45.03
 78 207 45.03
 80 207 42.66
 82 207 45.03
 105 207 18.96
 130 207 23.7
 135 207 21.33
 139 207 23.7
 141 207 21.33
 1 208 40.44
 2 208 32.8575
 5 208 30.33
 6 208 32.8575
 7 208 32.015
 9 208 33.7
 12 208 22.7475
 15 208 25.275
 18 208 22.7475
 19 208 24.4325
 22 208 21.905
 23 208 24.4325
 30 208 26.1175
 33 208 23.59
 34 208 26.1175
 35 208 25.275
 43 208 15.165
 48 208 14.3225
 51 208 16.85
 54 208 14.3225
 71 208 16.0075
 74 208 18.535
 77 208 16.0075
 78 208 17.6925
 81 208 15.165
 82 208 17.6925
 106 208 6.74
 131 208 8.425
 136 208 7.5825
 139 208 10.11
 142 208 7.5825
 1 209 37.9125
 3 209 32.8575
 5 209 27.8025
 6 209 30.33
 7 209 29.4875
 9 209 31.1725
 13 209 22.7475
 16 209 25.275
 18 209 20.22
 20 209 24.4325
 22 209 19.3775
 23 209 21.905
 31 209 26.1175
 33 209 21.0625
 34 209 23.59
 35 209 22.7475
 44 209 15.165
 49 209 14.3225
 52 209 16.85
 54 209 11.795
 72 209 16.0075
 75 209 18.535
 77 209 13.48
 79 209 17.6925
 81 209 12.6375
 82 209 15.165
 107 209 6.74
 132 209 8.425
 137 209 7.5825
 140 209 10.11
 142 209 5.055
 1 210 386.487
 4 210 307.612
 5 210 291.837
 6 210 315.5
 7 210 307.612
 9 210 323.387
 14 210 212.962
 17 210 236.625
 18 210 220.85
 21 210 228.737
 22 210 212.962
 23 210 236.625
 32 210 244.512
 33 210 228.737
 34 210 252.4
 35 210 244.512
 45 210 141.975
 50 210 134.087
 53 210 157.75
 54 210 141.975
 73 210 149.863
 76 210 173.525
 77 210 157.75
 80 210 165.637
 81 210 149.863
 82 210 173.525
 108 210 63.1
 133 210 78.875
 138 210 70.9875
 141 210 94.65
 142 210 78.875
 1 211 3.15
 3 211 2.52
 4 211 2.1
 8 211 2.73
 9 211 2.31
 25 211 2.1
 26 211 1.68
 31 211 1.68
 32 211 1.26
 36 211 1.89
 38 211 1.26
 84 211 1.26
 85 211 0.84
 109 211 0.84
 126 211 0.42
 1 212 0.195
 2 212 0.15
 3 212 0.165
 5 212 0.135
 8 212 0.175
 9 212 0.155
 10 212 0.12
 12 212 0.09
 13 212 0.105
 24 212 0.13
 25 212 0.145
 27 212 0.115
 30 212 0.11
 31 212 0.125
 33 212 0.095
 36 212 0.135
 39 212 0.06
 55 212 0.1
 57 212 0.07
 58 212 0.085
 69 212 0.08
 71 212 0.05
 72 212 0.065
 83 212 0.09
 84 212 0.105
 86 212 0.075
 110 212 0.04
 127 212 0.02
 143 212 0.06
 145 212 0.03
 146 212 0.045
 1 213 1.6125
 2 213 1.275
 4 213 1.2375
 5 213 1.1625
 8 213 1.4625
 9 213 1.3125
 11 213 0.9
 12 213 0.825
 14 213 0.7875
 24 213 1.125
 26 213 1.0875
 27 213 1.0125
 30 213 0.975
 32 213 0.9375
 33 213 0.8625
 36 213 1.1625
 40 213 0.45
 56 213 0.75
 57 213 0.675
 59 213 0.6375
 70 213 0.6
 71 213 0.525
 73 213 0.4875
 83 213 0.825
 85 213 0.7875
 86 213 0.7125
 111 213 0.3
 128 213 0.15
 144 213 0.45
 145 213 0.375
 147 213 0.3375
 1 214 1.62
 2 214 1.215
 3 214 1.35
 6 214 1.215
 8 214 1.44
 9 214 1.26
 10 214 0.945
 15 214 0.81
 16 214 0.945
 24 214 1.035
 25 214 1.17
 28 214 1.035
 30 214 0.855
 31 214 0.99
 34 214 0.855
 36 214 1.08
 41 214 0.54
 55 214 0.765
 60 214 0.63
 61 214 0.765
 69 214 0.585
 74 214 0.45
 75 214 0.585
 83 214 0.675
 84 214 0.81
 87 214 0.675
 112 214 0.36
 129 214 0.18
 143 214 0.405
 148 214 0.27
 149 214 0.405
 1 215 16.6
 2 215 12.865
 4 215 12.45
 6 215 12.865
 8 215 14.94
 9 215 13.28
 11 215 8.715
 15 215 9.13
 17 215 8.715
 24 215 11.205
 26 215 10.79
 28 215 11.205
 30 215 9.545
 32 215 9.13
 34 215 9.545
 36 215 11.62
 42 215 4.98
 56 215 7.055
 60 215 7.47
 62 215 7.055
 70 215 5.395
 74 215 5.81
 76 215 5.395
 83 215 7.885
 85 215 7.47
 87 215 7.885
 113 215 3.32
 130 215 1.66
 144 215 3.735
 148 215 4.15
 150 215 3.735
 1 216 6.195
 2 216 4.8675
 5 216 4.425
 6 216 4.8675
 8 216 5.605
 9 216 5.015
 12 216 3.0975
 15 216 3.54
 18 216 3.0975
 24 216 4.2775
 27 216 3.835
 28 216 4.2775
 30 216 3.6875
 33 216 3.245
 34 216 3.6875
 36 216 4.425
 43 216 1.77
 57 216 2.5075
 60 216 2.95
 63 216 2.5075
 71 216 1.9175
 74 216 2.36
 77 216 1.9175
 83 216 3.0975
 86 216 2.655
 87 216 3.0975
 114 216 1.18
 131 216 0.59
 145 216 1.3275
 148 216 1.77
 151 216 1.3275
 1 217 5.7525
 3 217 4.8675
 5 217 3.9825
 6 217 4.425
 8 217 5.1625
 9 217 4.5725
 13 217 3.0975
 16 217 3.54
 18 217 2.655
 25 217 4.2775
 27 217 3.3925
 28 217 3.835
 31 217 3.6875
 33 217 2.8025
 34 217 3.245
 36 217 3.9825
 44 217 1.77
 58 217 2.5075
 61 217 2.95
 63 217 2.065
 72 217 1.9175
 75 217 2.36
 77 217 1.475
 84 217 3.0975
 86 217 2.2125
 87 217 2.655
 115 217 1.18
 132 217 0.59
 146 217 1.3275
 149 217 1.77
 151 217 0.885
 1 218 59.555
 4 218 45.705
 5 218 42.935
 6 218 47.09
 8 218 54.015
 9 218 48.475
 14 218 29.085
 17 218 33.24
 18 218 30.47
 26 218 40.165
 27 218 37.395
 28 218 41.55
 32 218 34.625
 33 218 31.855
 34 218 36.01
 36 218 42.935
 45 218 16.62
 59 218 23.545
 62 218 27.7
 63 218 24.93
 73 218 18.005
 76 218 22.16
 77 218 19.39
 85 218 29.085
 86 218 26.315
 87 218 30.47
 116 218 11.08
 133 218 5.54
 147 218 12.465
 150 218 16.62
 151 218 13.85
 1 219 5.4575
 2 219 4.13
 3 219 4.5725
 7 219 3.9825
 8 219 4.8675
 9 219 4.2775
 10 219 3.245
 19 219 2.655
 20 219 3.0975
 24 219 3.54
 25 219 3.9825
 29 219 3.3925
 30 219 2.95
 31 219 3.3925
 35 219 2.8025
 36 219 3.6875
 46 219 1.77
 55 219 2.655
 64 219 2.065
 65 219 2.5075
 69 219 2.065
 78 219 1.475
 79 219 1.9175
 83 219 2.36
 84 219 2.8025
 88 219 2.2125
 117 219 1.18
 134 219 0.59
 143 219 1.475
 152 219 0.885
 153 219 1.3275
 1 220 56.6825
 2 220 44.24
 4 220 42.8575
 7 220 42.8575
 8 220 51.1525
 9 220 45.6225
 11 220 30.415
 19 220 30.415
 21 220 29.0325
 24 220 38.71
 26 220 37.3275
 29 220 37.3275
 30 220 33.18
 32 220 31.7975
 35 220 31.7975
 36 220 40.0925
 47 220 16.59
 56 220 24.885
 64 220 24.885
 66 220 23.5025
 70 220 19.355
 78 220 19.355
 80 220 17.9725
 83 220 27.65
 85 220 26.2675
 88 220 26.2675
 118 220 11.06
 135 220 5.53
 144 220 13.825
 152 220 13.825
 154 220 12.4425
 1 221 21.07
 2 221 16.66
 5 221 15.19
 7 221 16.17
 8 221 19.11
 9 221 17.15
 12 221 10.78
 19 221 11.76
 22 221 10.29
 24 221 14.7
 27 221 13.23
 29 221 14.21
 30 221 12.74
 33 221 11.27
 35 221 12.25
 36 221 15.19
 48 221 5.88
 57 221 8.82
 64 221 9.8
 67 221 8.33
 71 221 6.86
 78 221 7.84
 81 221 6.37
 83 221 10.78
 86 221 9.31
 88 221 10.29
 119 221 3.92
 136 221 1.96
 145 221 4.9
 152 221 5.88
 155 221 4.41
 1 222 19.6
 3 222 16.66
 5 222 13.72
 7 222 14.7
 8 222 17.64
 9 222 15.68
 13 222 10.78
 20 222 11.76
 22 222 8.82
 25 222 14.7
 27 222 11.76
 29 222 12.74
 31 222 12.74
 33 222 9.8
 35 222 10.78
 36 222 13.72
 49 222 5.88
 58 222 8.82
 65 222 9.8
 67 222 6.86
 72 222 6.86
 79 222 7.84
 81 222 4.9
 84 222 10.78
 86 222 7.84
 88 222 8.82
 120 222 3.92
 137 222 1.96
 146 222 4.9
 153 222 5.88
 155 222 2.94
 1 223 202.4
 4 223 156.4
 5 223 147.2
 7 223 156.4
 8 223 184
 9 223 165.6
 14 223 101.2
 21 223 110.4
 22 223 101.2
 26 223 138
 27 223 128.8
 29 223 138
 32 223 119.6
 33 223 110.4
 35 223 119.6
 36 223 147.2
 50 223 55.2
 59 223 82.8
 66 223 92
 67 223 82.8
 73 223 64.4
 80 223 73.6
 81 223 64.4
 85 223 101.2
 86 223 92
 88 223 101.2
 121 223 36.8
 138 223 18.4
 147 223 46
 154 223 55.2
 155 223 46
 1 224 212.5
 2 224 164.688
 6 224 164.688
 7 224 159.375
 8 224 191.25
 9 224 170
 15 224 116.875
 19 224 111.563
 23 224 111.563
 24 224 143.438
 28 224 143.438
 29 224 138.125
 30 224 122.188
 34 224 122.188
 35 224 116.875
 36 224 148.75
 51 224 63.75
 60 224 95.625
 64 224 90.3125
 68 224 90.3125
 74 224 74.375
 78 224 69.0625
 82 224 69.0625
 83 224 100.938
 87 224 100.938
 88 224 95.625
 122 224 42.5
 139 224 21.25
 148 224 53.125
 152 224 47.8125
 156 224 47.8125
 1 225 196.563
 3 225 164.688
 6 225 148.75
 7 225 143.438
 8 225 175.313
 9 225 154.063
 16 225 116.875
 20 225 111.563
 23 225 95.625
 25 225 143.438
 28 225 127.5
 29 225 122.188
 31 225 122.188
 34 225 106.25
 35 225 100.938
 36 225 132.813
 52 225 63.75
 61 225 95.625
 65 225 90.3125
 68 225 74.375
 75 225 74.375
 79 225 69.0625
 82 225 53.125
 84 225 100.938
 87 225 85
 88 225 79.6875
 123 225 42.5
 140 225 21.25
 149 225 53.125
 153 225 47.8125
 156 225 31.875
 1 226 2039.96
 4 226 1542.41
 6 226 1592.16
 7 226 1542.41
 8 226 1840.94
 9 226 1641.92
 17 226 1094.61
 21 226 1044.85
 23 226 1094.61
 26 226 1343.39
 28 226 1393.14
 29 226 1343.39
 32 226 1144.36
 34 226 1194.12
 35 226 1144.36
 36 226 1442.9
 53 226 597.06
 62 226 895.59
 66 226 845.835
 68 226 895.59
 76 226 696.57
 80 226 646.815
 82 226 696.57
 85 226 945.345
 87 226 995.1
 88 226 945.345
 124 226 398.04
 141 226 199.02
 150 226 497.55
 154 226 447.795
 156 226 497.55
 1 227 760.24
 5 227 548.08
 6 227 601.12
 7 227 583.44
 8 227 689.52
 9 227 618.8
 18 227 388.96
 22 227 371.28
 23 227 424.32
 27 227 477.36
 28 227 530.4
 29 227 512.72
 33 227 406.64
 34 227 459.68
 35 227 442
 36 227 548.08
 54 227 212.16
 63 227 318.24
 67 227 300.56
 68 227 353.6
 77 227 247.52
 81 227 229.84
 82 227 282.88
 86 227 335.92
 87 227 388.96
 88 227 371.28
 125 227 141.44
 142 227 70.72
 151 227 176.8
 155 227 159.12
 156 227 212.16
 1 228 0.825
 3 228 0.675
 4 228 0.575
 9 228 0.625
 31 228 0.475
 32 228 0.375
 37 228 0.45
 38 228 0.375
 90 228 0.3
 91 228 0.2
 126 228 0.175
 1 229 0
 2 229 0
 3 229 0
 5 229 0
 9 229 0
 10 229 0
 12 229 0
 13 229 0
 30 229 0
 31 229 0
 33 229 0
 37 229 0
 39 229 0
 69 229 0
 71 229 0
 72 229 0
 89 229 0
 90 229 0
 92 229 0
 127 229 0
 157 229 0
 159 229 0
 160 229 0
 1 230 0.46
 2 230 0.37
 4 230 0.36
 5 230 0.34
 9 230 0.38
 11 230 0.27
 12 230 0.25
 14 230 0.24
 30 230 0.29
 32 230 0.28
 33 230 0.26
 37 230 0.31
 40 230 0.15
 70 230 0.19
 71 230 0.17
 73 230 0.16
 89 230 0.22
 91 230 0.21
 92 230 0.19
 128 230 0.07
 158 230 0.12
 159 230 0.1
 161 230 0.09
 1 231 0.39
 2 231 0.3
 3 231 0.33
 6 231 0.3
 9 231 0.31
 10 231 0.24
 15 231 0.21
 16 231 0.24
 30 231 0.22
 31 231 0.25
 34 231 0.22
 37 231 0.24
 41 231 0.15
 69 231 0.16
 74 231 0.13
 75 231 0.16
 89 231 0.15
 90 231 0.18
 93 231 0.15
 129 231 0.07
 157 231 0.09
 162 231 0.06
 163 231 0.09
 1 232 4.3
 2 232 3.4
 4 232 3.3
 6 232 3.4
 9 232 3.5
 11 232 2.4
 15 232 2.5
 17 232 2.4
 30 232 2.6
 32 232 2.5
 34 232 2.6
 37 232 2.8
 42 232 1.5
 70 232 1.6
 74 232 1.7
 76 232 1.6
 89 232 1.9
 91 232 1.8
 93 232 1.9
 130 232 0.7
 158 232 0.9
 162 232 1
 164 232 0.9
 1 233 1.575
 2 233 1.26
 5 233 1.155
 6 233 1.26
 9 233 1.295
 12 233 0.84
 15 233 0.945
 18 233 0.84
 30 233 0.98
 33 233 0.875
 34 233 0.98
 37 233 1.05
 43 233 0.525
 71 233 0.56
 74 233 0.665
 77 233 0.56
 89 233 0.735
 92 233 0.63
 93 233 0.735
 131 233 0.245
 159 233 0.315
 162 233 0.42
 165 233 0.315
 1 234 1.47
 3 234 1.26
